Date,SP500_Return (%),VIX_Close
2014-12-29,-1.4635440030987934,17.790000915527344
2015-01-05,-0.6505632540949824,17.549999237060547
2015-01-12,-1.2416808368938992,20.950000762939453
2015-01-19,1.604422245446413,16.65999984741211
2015-01-26,-2.7697398520154404,20.969999313354492
2015-02-02,3.0315931791539796,17.290000915527344
2015-02-09,2.019976945566704,14.6899995803833
2015-02-16,0.6347220852619406,14.300000190734863
2015-02-23,-0.2748447469043902,13.34000015258789
2015-03-02,-1.5794720947671648,15.199999809265137
2015-03-09,-0.8622822503050243,16.0
2015-03-16,2.663884187881038,13.020000457763672
2015-03-23,-2.233294243349393,15.069999694824219
2015-03-30,0.2882039645399015,14.670000076293945
2015-04-06,1.698150826314504,12.579999923706055
2015-04-13,-0.9933173349525259,13.890000343322754
2015-04-20,1.754293764347592,12.289999961853027
2015-04-27,-0.4438752888209829,12.699999809265137
2015-05-04,0.37044516878821376,12.859999656677246
2015-05-11,0.3133066729614109,12.380000114440918
2015-05-18,0.1568771419653059,12.130000114440918
2015-05-25,-0.8781579777183746,13.84000015258789
2015-06-01,-0.6908932468738804,14.210000038146973
2015-06-08,0.06116260035893273,13.779999732971191
2015-06-15,0.7583117409260876,13.960000038146973
2015-06-22,-0.402845512980643,14.020000457763672
2015-06-29,-1.1758305322569829,16.790000915527344
2015-07-06,-0.007700002268851147,16.829999923706055
2015-07-13,2.408710913307055,11.949999809265137
2015-07-20,-2.209588487377101,13.739999771118164
2015-07-27,1.1631854726900315,12.119999885559082
2015-08-03,-1.2486699765089648,13.390000343322754
2015-08-10,0.6724187509187907,12.829999923706055
2015-08-17,-5.76847787566821,28.030000686645508
2015-08-24,0.9122772115701894,26.049999237060547
2015-08-31,-3.40143018800364,27.799999237060547
2015-09-07,2.0731659431180605,23.200000762939453
2015-09-14,-0.1540001252418155,22.280000686645508
2015-09-21,-1.3631079747100094,23.6200008392334
2015-09-28,1.036587026911473,20.940000534057617
2015-10-05,3.255679616973861,17.079999923706055
2015-10-12,0.9042662661814749,15.050000190734863
2015-10-19,2.067764031217334,14.460000038146973
2015-10-26,0.20288679258158027,15.069999694824219
2015-11-02,0.9541321716803886,14.329999923706055
2015-11-09,-3.6280446780145414,20.079999923706055
2015-11-16,3.2688370736915884,15.470000267028809
2015-11-23,0.04500282801465083,15.119999885559082
2015-11-30,0.07558616068910062,14.8100004196167
2015-12-07,-3.792146470606228,24.389999389648438
2015-12-14,-0.3389012112887002,20.700000762939453
2015-12-21,2.764325998179129,15.739999771118164
2015-12-28,-0.8272747033665206,18.209999084472656
2016-01-04,-5.964456667229657,27.010000228881836
2016-01-11,-2.1695848975597065,27.020000457763672
2016-01-18,1.4130535055200788,22.34000015258789
2016-01-25,1.7483856202978876,20.200000762939453
2016-02-01,-3.1021905387579984,23.3799991607666
2016-02-08,-0.8122134589325536,25.399999618530273
2016-02-15,2.842158279654239,20.530000686645508
2016-02-22,1.5783885048770818,19.809999465942383
2016-02-29,2.666252924943846,16.860000610351562
2016-03-07,1.1100031140292677,16.5
2016-03-14,1.3544789318703954,14.020000457763672
2016-03-21,-0.6655088456572145,14.739999771118164
2016-03-28,1.8094879490982985,13.100000381469727
2016-04-04,-1.2147962328389994,15.359999656677246
2016-04-11,1.6179920530294156,13.619999885559082
